"Gene","Log2FC"
"ACTL10",0.480411797138905
"ACTL6A",0.118409399509775
"ACTL6B",0.0772381449124548
"ACTL7A",-0.667923541519335
"ACTL7B",0.39469622080443
"ACTL8",0.00993693966438836
"ACTL9",0
"ACTN1",0.141235482899357
"ACTN2",0.0233238961444454
"ACTN3",0.017974227032019
"ACTN4",-0.0334520676917673
"ACTR10",0.504634636164352
"ACTR1A",-0.214392461488355
"ACTR1B",1.18464079024733
"ACTR2",-0.409778190488731
"ACTR3",-0.467232508683414
"ACTR3B",0.52443794271502
"ACTR3C",1.05294015287753
"ACTR5",1.35592912573496
"ACTR6",-0.281475142960509
"ACTR8",0.320163681793005
"ACTRT1",-0.34658639832174
"ACTRT2",1.38777878078145e-17
"ACTRT3",-0.423588922811829
"ACVR1",0.259858794220576
"ACVR1B",0.762157480189326
"ACVR1C",0.322808839184848
"ACVR2A",0.127140893158893
"ACVR2B",0.358513741667254
"ACVRL1",0.193873638012669
"ACY1",0.291589029916175
"ACY3",0.441435824209916
"ACYP1",-0.299230138752614
"ACYP2",0.345461865133232
"ADA",0.730994440606923
"ADA2",0.381729622061398
"ADAD1",-1.38777878078145e-17
"ADAD2",1.08907928039614
"ADAL",0.432063338967224
"ADAM10",0.592808808245023
"ADAM11",-0.13524858430763
"ADAM12",-0.329627447665961
"ADAM15",0.430926836519731
"ADAM17",0.0195462060485662
"ADAM18",0.0861713189824841
"ADAM19",-0.67144611567268
"ADAM2",2.77555756156289e-17
"ADAM20",0.847152473581879
"ADAM21",0.286033756432162
"ADAM22",-0.464284666080643
"ADAM23",-0.321378391955167
"ADAM28",0.795211645815577
"ADAM29",0.00754403211575916
"ADAM30",-0.0777988415290278
"ADAM32",-0.45706964999918
"ADAM33",0.0672604472993672
"ADAM7",0.0171869678354829
"ADAM8",0.263426295821893
"ADAM9",0.0942748491748507
"ADAMDEC1",-2.77555756156289e-17
"ADAMTS1",0.0299099794675234
"ADAMTS10",-0.287791092414956
"ADAMTS12",-0.648060516620053
"ADAMTS13",1.57572031281043
"ADAMTS14",-0.114001702864118
"ADAMTS15",0.349623641315537
"ADAMTS16",0.149101207942553
"ADAMTS17",0.148637543585932
"ADAMTS18",-0.66644480228433
"ADAMTS19",-0.836516595990676
"ADAMTS2",-0.0984316663736651
"ADAMTS20",0.165581126954334
"ADAMTS3",0.0386806163734205
"ADAMTS4",0.0197767432351587
"ADAMTS5",0.00926706327896198
"ADAMTS6",-0.0846431355041448
"ADAMTS7",0.127096568415247
"ADAMTS8",-0.237950898005146
"ADAMTS9",0.477516191923656
"ADAMTSL1",-0.499622424826441
"ADAMTSL2",-0.783012073286071
"ADAMTSL3",0.909806146438944
"ADAMTSL4",0.213433150027532
"ADAMTSL5",0.982201487862251
"ADAP1",1.31561817802799
"ADAP2",0.0920531708119562
"ADAR",0.410092559380612
"ADARB1",-0.147795273117024
"ADARB2",-0.804573173495939
"ADAT1",0.758475884672644
"ADAT2",0.0398582543449406
"ADAT3",-0.0353315031600475
"ADCK1",1.19578241639155
"ADCK2",0.486791564725375
"ADCK5",1.37275552757682
"ADCY1",0.0071278746436719
"ADCY10",0.0754052446605992
"ADCY2",0.0487898558186388
"ADCY3",0.313137505282678
"ADCY4",0.917593923733717
"ADCY5",0.968513958079761
"ADCY6",0.704468380107232
"ADCY7",-0.316079416287078
"ADCY8",0.0621431650081094
"ADCY9",0.344247812656632
"ADCYAP1",0.139937225661401
"ADCYAP1R1",0.0257131211353047
"ADD1",0.451038661586301
"ADD2",-1.53217820631585
"ADD3",0.466054483101621
"ADGB",0.0263543212836968
"ADGRA1",-0.00725930835277169
"ADGRA2",0.190317676289949
"ADGRA3",0.124168869627389
"ADGRB1",-0.684019467975023
"ADGRB2",0.329147254857263
"ADGRB3",-0.131579399129429
"ADGRD1",0.221872973030816
"ADGRD2",0.0504515460942047
"ADGRE1",-0.449825906308871
"ADGRE2",0.816627579410315
"ADGRE3",0.00612193130054697
"ADGRE5",0.0190738912955263
"ADGRF1",1.66493153636211
"ADGRF2",0.329600565873875
"ADGRF3",-0.169877013006248
"ADGRF4",1.59944915221915
"ADGRF5",0.341651130589969
"ADGRG1",1.01425222693795
"ADGRG2",-0.910751409508939
"ADGRG3",-2.27400934648821
"ADGRG4",-0.0438587897512791
"ADGRG5",0.0558826623223431
"ADGRG6",-0.315503400381149
"ADGRG7",0.313441709399602
"ADGRL1",0.74554871340168
"ADGRL2",-0.0583552849820802
"ADGRL3",0.0443767394042461
"ADGRL4",-0.0169376066066815
"ADGRV1",0.904777539877373
"ADH1A",0.115181211191617
"ADH1B",0.0258977372027553
"ADH1C",-0.0746166589702333
"ADH4",0.0177228312699453
"ADH5",0.153302511972515
"ADH6",-0.0365763415514477
"ADH7",1.95368372239494
"ADHFE1",0.49771413886054
"ADI1",-0.273519182634338
"ADIG",0.258326530660666
"ADIPOQ",-1.12912412790334
"ADIPOR1",0.86127704913417
"ADIPOR2",-0.43299960606798
"ADIRF",1.62093997072915
"ADK",0.22163826070081
"ADM",0.399949623804129
"ADM2",0.134948589168301
"ADM5",-0.45388179901458
"ADNP",0.933899985846355
"ADNP2",-0.827171610158243
"ADO",-0.204911358949204
"ADORA1",1.09698730829024
"ADORA2A",1.02397232388039
"ADORA2B",1.03562257595673
"ADORA3",0.470554056343613
"ADPGK",0.460944733911214
"ADPRH",0.788740861113241
"ADPRHL1",-0.490360079636963
"ADPRHL2",0.425739346711474
"ADPRM",-0.104337882447931
"ADRA1A",0.246124120492574
"ADRA1B",0.212169838415605
"ADRA1D",0.167394957048052
"ADRA2A",0.5395146699698
"ADRA2B",0.487104084131577
"ADRA2C",-0.134916844140124
"ADRB1",-0.283940147658946
"ADRB2",0.681130124828053
"ADRB3",0.0050020717021376
"ADRM1",0.194148661222055
"ADSL",-0.383530819567041
"ADSS",0.398714000084909
"ADSSL1",-0.0814233953842916
"ADTRP",0.457775056965962
"AEBP1",0.170187232547649
"AEBP2",0.0965956896692335
"AEN",-0.406584476266844
"AES",0.54995143005083
"AFAP1",0.806653089430222
"AFAP1L1",0.618674971828964
"AFAP1L2",0.673409904823607
"AFDN",0.384391420857468
"AFF1",0.857948083370815
"AFF2",-0.183447646923662
"AFF3",-0.349812827628702
"AFF4",-0.389114065840818
"AFG1L",-0.827000438587904
"AFG3L2",0.167437543927841
"AFM",0.0243201312914688
"AFMID",-0.0538667658349338
"AFP",-0.267194871903077
"AFTPH",0.832356533069058
"AGA",0.400444380889049
"AGAP1",0.626871006543982
"AGAP2",0.346723524951173
"AGAP3",1.10689288807144
"AGAP4",-0.70291132448884
"AGAP5",-0.19102573920975
"AGAP6",-0.6613205461366
"AGAP9",0.0218523938700523
"AGBL1",-0.0454748157115488
"AGBL2",0.111351777799614
"AGBL3",0.0316914767173311
"AGBL4",0.285739023196982
"AGBL5",0.408550463381008
"AGER",0.465144974190711
"AGFG1",-0.274020311138975
"AGFG2",1.12450528040771
"AGGF1",0.116606638749049
"AGK",0.164959356479991
"AGL",0.293246125819036
"AGMAT",-0.10197423160113
"AGMO",-0.226434463051897
"AGO1",0.133412468220995
"AGO2",0.122702360046103
"AGO3",0.767532647442358
"AGO4",0.590337389692154
"AGPAT1",-0.659806976006006
"AGPAT2",0.559446551377206
"AGPAT3",-0.0919401475276994
"AGPAT4",0.15770230882408
"AGPAT5",-0.518676176979851
"AGPS",0.170980916038414
"AGR2",0.0837819896835404
"AGR3",0.313073055511724
"AGRN",0.904308637315794
"AGRP",0.0385902426846293
"AGT",0.258220375040093
"AGTPBP1",-0.35490909461836
"AGTR1",-0.200368971370008
"AGTR2",-0.0370434726842865
"AGTRAP",0.337904351841019
"AGXT",1.12624728482373
"AGXT2",-0.0263895237341382
"AHCTF1",-0.728661366510808
"AHCY",0.537657324724992
"AHCYL1",0.400298078384961
"AHCYL2",0.324271303272231
"AHDC1",1.06040631590321
"AHI1",-1.26524526798041
"AHNAK",0.609076920177409
"AHNAK2",0.256926878191113
"AHR",1.20075127926546
"AHRR",0.00012833433096765
"AHSA1",0.0604848603796393
"AHSG",0.00246639695252784
"AHSP",0.32881652752485
"AICDA",0.0214008787953814
"AIDA",-1.10866123662257
"AIF1",0.0476689096074308
"AIF1L",0.937353372730177
"AIFM1",-0.455973518431237
"AIFM2",-0.0153086702820149
"AIFM3",0.996563010896388
"AIG1",0.194630838132052
"AIM2",0.539463175139514
"AIMP1",0.0337736074038967
"AIMP2",-0.146222927163186
"AIP",0.897409380189354
"AIPL1",0.027216961690357
"AIRE",0.109933470340807
"AJAP1",0.59846014707031
"AJM1",0.514146196938698
"AJUBA",0.552751467476169
"AK1",0.625218450879579
"AK2",0.147110284841966
"AK3",-0.419478651382033
"AK4",0.423449843922304
"AK5",-0.615918773272472
"AK6",-0.919737634980661
"AK7",0.540263537404059
"AK8",1.89305680357829
"AK9",-0.463263699211043
"AKAIN1",-0.112111294300064
"AKAP1",0.66088018587567
"AKAP10",0.0827260292982696
"AKAP11",0.315542239380874
"AKAP12",-0.692349397191922
"AKAP13",0.62413057411828
"AKAP14",0.143662204328362
"AKAP17A",-0.0778946615218082
"AKAP2",0.0232712802978049
"AKAP3",-0.0698279325356585
"AKAP4",-0.0154996852432585
"AKAP5",-0.224144652970109
"AKAP6",0.553846215024203
"AKAP7",-0.477984579755935
"AKAP8",0.383292114708081
"AKAP8L",0.435294241771961
"AKAP9",0.418939008921021
"AKIP1",0.0865579871621543
"AKIRIN1",-1.36273736902619
"AKIRIN2",-0.521341490716863
"AKNA",0.314496132538178
"AKNAD1",-0.414588727435667
"AKR1A1",-0.100616867944253
"AKR1B1",0.0989597117466895
"AKR1B10",0.306550433083617
"AKR1B15",2.13626696311472
"AKR1C1",-0.602316905381869
"AKR1C2",-0.208892816934214
"AKR1C3",-0.30893209234507
"AKR1C4",-0.34131150898916
"AKR1D1",0.35256942261046
"AKR1E2",0.307999360162925
"AKR7A2",0.362086330293089
"AKR7A3",0.503946043717972
"AKR7L",0.0451313620019084
"AKT1",-0.060213610481672
"AKT1S1",0.217785913501484
"AKT2",-0.245236311631591
"AKT3",-0.358289280325726
"AKTIP",0.496803928990083
"ALAD",0.962680552716549
"ALAS1",0.0789502600327262
"ALAS2",0.301979034287892
"ALB",0.123530388689471
"ALCAM",0.259006580393766
"ALDH16A1",-0.0311366323131585
"ALDH18A1",0.244774550511846
"ALDH1A1",-1.07789081760409
"ALDH1A2",0.456519958518619
"ALDH1A3",1.13813631423679
"ALDH1B1",-0.580080241686863
"ALDH1L1",0.0516894827635679
"ALDH1L2",-0.333624359023641
"ALDH2",0.211347659536941
"ALDH3A1",-0.464995206908771
"ALDH3A2",-0.258640638449692
"ALDH3B1",1.0301119834036
"ALDH3B2",1.67225761110828
"ALDH4A1",0.450533440053156
"ALDH5A1",0.182307157387069
"ALDH6A1",1.01344570767322
"ALDH7A1",-0.686963095119586
"ALDH8A1",-0.0629154616611422
"ALDH9A1",-0.966353629799079
"ALDOA",0.646112156680438
"ALDOB",-0.107793554562364
"ALDOC",1.36415544468127
"ALG1",-0.0910363216522711
"ALG10",0.241248268903805
"ALG10B",0.341260206473119
"ALG11",0.186438598016374
"ALG12",1.18669957575867
"ALG13",-0.556130661660088
"ALG14",0.145526876194344
"ALG1L",1.28699993882865
"ALG1L2",1.10138553756365
"ALG2",0.676400950770518
"ALG3",1.12607439583228
"ALG5",-0.358447511848909
"ALG6",0.0363618040877615
"ALG8",0.364570250625106
"ALG9",-0.581600632994859
"ALK",0.191925859126544
"ALKAL1",0.886420870228676
"ALKAL2",0.0331774837783105
"ALKBH1",0.251954448578375
"ALKBH2",-0.206355056953723
"ALKBH3",-0.141888176259164
"ALKBH4",0.799537941393431
"ALKBH5",0.384270737932547
"ALKBH6",0.358305514282141
"ALKBH7",0.507859503298643
"ALKBH8",0.47066314548366
"ALLC",-0.288221076907567
"ALMS1",-0.374749854441944
"ALOX12",0.377263373693794
"ALOX12B",0.810994504117463
"ALOX15",0.275164805081477
"ALOX15B",0.53126542652381
"ALOX5",0.450359836398179
"ALOX5AP",-0.0752903714290754
"ALOXE3",0.790573896944245
"ALPG",0.216389159781602
"ALPI",-0.0299479115323751
"ALPK1",1.09443436869606
"ALPK2",-0.822157063374273
"ALPK3",0.536329877704466
"ALPL",-0.0184738900829386
"ALPP",1.23354762450232
"ALS2",-0.254786305899934
"ALS2CL",1.59650242826344
"ALS2CR12",-0.58108042049755
"ALX1",-0.435185803371191
"ALX3",0.065974011198127
"ALX4",-0.288449022750912
"ALYREF",-0.481380758188768
"AMACR",0.275072651141652
"AMBN",-0.00074570479051253
"AMBP",-0.226418322178888
"AMBRA1",0.105046788601957
"AMD1",-0.587095964156728
"AMDHD1",-0.393050268850364
"AMDHD2",0.529446335852891
"AMELX",-2.77555756156289e-17
"AMELY",-5.55111512312578e-17
"AMER1",0.00928678969358727
"AMER2",0.0077654521825895
"AMER3",0.00873584980022782
"AMFR",0.208921114965082
"AMH",0.161721560369733
"AMHR2",-0.0347781137359533
"AMIGO1",0.701824638766984
"AMIGO2",0.78132551845702
"AMIGO3",-0.104392794159329
"AMMECR1",0.47536170443672
"AMMECR1L",-0.290634942315635
"AMN",0.358578633648095
"AMN1",0.216912835151364
"AMOT",-0.022209931287289
"AMOTL1",1.5283024379152
"AMOTL2",0.364196623949929
"AMPD1",0.0455902185736382
"AMPD2",-0.0976045594176479
"AMPD3",0.310895021676402
"AMPH",-0.0425175117213012
"AMT",0.442334273750717
"AMTN",0.361595316795693
"AMY1A",0.319011544006089
"AMY1B",0.165185504281872
"AMY1C",0.0601533686077122
"AMY2A",2.77555756156289e-17
"AMY2B",-0.266172419045653
"AMZ1",0.833453539978268
"AMZ2",0.767789771236073
"ANAPC1",-0.172332056477591
"ANAPC10",-0.426942703593687
"ANAPC11",0.403381685466992
"ANAPC13",-1.26188060122241
"ANAPC15",-0.178523987045452
"ANAPC16",0.198084739974587
"ANAPC2",0.816539936321511
"ANAPC4",-0.281280939075544
"ANAPC5",-0.0338875010965478
"ANAPC7",-0.184550261943508
"ANG",-0.253119563539783
"ANGEL1",0.927344489490233
"ANGEL2",-0.251436812397581
"ANGPT1",0.28524645517753
"ANGPT2",-0.0258591938408763
"ANGPT4",0.137667809908353
"ANGPTL1",-0.0783175942118766
"ANGPTL2",-0.126151082397326
"ANGPTL3",-0.0334192248230397
"ANGPTL4",-0.277198937266159
"ANGPTL5",0.0206452132126172
"ANGPTL6",0.362201894621502
"ANGPTL7",-0.0474392813138954
"ANGPTL8",0.168185995596706
"ANHX",0.268563679190187
"ANK1",0.441241487210239
"ANK2",-1.06738914382026
"ANK3",1.16405525595126
"ANKAR",-0.286692587856893
"ANKDD1A",0.900679848684821
"ANKDD1B",-0.012088204380551
"ANKEF1",1.23730928946864
"ANKFN1",-0.0374165522869296
"ANKFY1",-0.0873969335813396
"ANKH",0.36925545016267
"ANKHD1",0.60999977350721
"ANKIB1",0.536138034678097
"ANKK1",0.328708711868331
"ANKLE1",0.0137526817405709
"ANKLE2",-0.0707259392230372
"ANKMY1",0.133283362703938
"ANKMY2",0.825665897498195
"ANKRA2",1.20738190246762
"ANKRD1",-0.071479852222878
"ANKRD10",0.907629759960513
"ANKRD11",-0.299975302003999
"ANKRD12",0.480156127585479
"ANKRD13A",1.13381356108129
"ANKRD13B",0.0800058212586973
"ANKRD13C",-0.070384934910904
"ANKRD13D",1.28825306416675
"ANKRD16",-0.766797406406085
"ANKRD17",0.394848239566076
"ANKRD18A",-0.384222279781423
"ANKRD18B",-0.789579985810233
"ANKRD2",0.639016725694921
"ANKRD20A1",-0.266200808778173
"ANKRD20A2",0.0207756922922882
"ANKRD20A3",-0.36075750589378
"ANKRD20A4",-0.0905312215988137
"ANKRD22",1.48201783794929
"ANKRD23",0.487324315152971
"ANKRD24",0.35665652050352
"ANKRD26",-0.282020835263963
"ANKRD27",0.323156014379195
"ANKRD28",-0.0999809358247387
"ANKRD29",1.24628867385915
"ANKRD30A",-0.534506987326067
"ANKRD30B",0.0204609062310327
"ANKRD30BL",-2.77555756156289e-17
"ANKRD31",0.500185840626447
"ANKRD33",1.98222299691462
"ANKRD33B",-0.308124754938989
"ANKRD34A",-0.473068783292637
"ANKRD34B",0.597088903282444
"ANKRD34C",0.0645180947143272
"ANKRD35",0.457475865619079
"ANKRD36",-0.0604063782622178
"ANKRD36B",0.27805497638034
"ANKRD36C",-0.160874639945026
"ANKRD37",0.214152228413236
"ANKRD39",-0.307900566700111
"ANKRD40",-0.153802782260202
"ANKRD40CL",0.017605370510216
"ANKRD42",0.549096116287522
"ANKRD44",-1.0770457217574
"ANKRD45",-0.0963537062931316
"ANKRD46",0.482526996479714
"ANKRD49",1.02406961212495
"ANKRD50",0.25891476354111
"ANKRD52",0.237367655227164
"ANKRD53",0.305990635238053
"ANKRD54",0.966179891621243
"ANKRD55",0.146991729680828
"ANKRD6",0.870309760682096
"ANKRD60",-2.77555756156289e-17
"ANKRD61",0.441817017689068
"ANKRD62",-0.71819745673485
"ANKRD63",0.260380396535071
"ANKRD65",1.09045731708523
"ANKRD66",-0.263793470956806
"ANKRD7",-0.227671808927224
"ANKRD9",0.719946547569793
"ANKS1A",0.879054201590811
"ANKS1B",-0.883357329178796
"ANKS3",-0.1040857107003
"ANKS4B",-0.134167903443265
"ANKS6",0.87495707815103
"ANKUB1",0.572710260692839
"ANKZF1",0.941754587805322
"ANLN",0.26961783840677
"ANO1",0.819841076394069
"ANO10",-0.0962950572874719
"ANO2",0.655642113688117
"ANO3",0.0526807151255523
"ANO4",-0.474293029657898
"ANO5",-0.69649441171923
"ANO6",0.243422115698075
"ANO7",-0.139471385946817
"ANO8",1.12354588036033
"ANO9",1.36100068580813
"ANOS1",0.51587890042686
"ANP32A",-0.48985496670444
"ANP32B",-0.510771633755426
"ANP32D",-0.0909990349719258
"ANP32E",-0.818851165387442
"ANPEP",0.612345111586058
"ANTXR1",-0.876802520498138
"ANTXR2",-0.632254047468121
"ANTXRL",0.459099232808445
"ANXA1",0.212134816905815
"ANXA10",0.273753111862876
"ANXA11",0.62583923001568
"ANXA13",-0.301685201897316
"ANXA2",0.226879956843909
"ANXA2R",-0.32531872504218
"ANXA3",0.795618410987998
"ANXA4",0.532418792447057
"ANXA5",-0.0211746210634999
"ANXA6",-0.505814026999638
"ANXA7",0.171892767457054
"ANXA8",1.51120867713976
"ANXA8L1",1.21142402879836
"ANXA9",1.45342893489477
"AOAH",0.775017776241541
"AOC1",0.230848868693519
"AOC2",0.84659315502454
"AOC3",0.314868605241631
"AOX1",-0.01683057051051
"AP1AR",-0.000617661893004509
"AP1B1",0.823920045135062
"AP1G1",0.263700688353317
"AP1G2",0.932912451737584
"AP1M1",-0.343081766563562
"AP1M2",0.868758980908229
"AP1S1",0.57259244578784
"AP1S2",-0.968153187497665
"AP1S3",0.507053923919679
"AP2A1",0.588152692661394
"AP2A2",-0.563079814155852
"AP2B1",-0.320610865288245
"AP2M1",0.694642303893994
"AP2S1",-0.458065468098732
"AP3B1",-0.228347229631882
"AP3B2",0.423887273678468
"AP3D1",0.0180387863489098
"AP3M1",-0.42127167854816
"AP3M2",0.817213930665498
"AP3S1",0.243302803888905
"AP3S2",0.652864989061168
"AP4B1",-0.333247680169006
"AP4E1",-0.253006137946159
"AP4M1",0.426297244877005
"AP4S1",-0.0748495250613498
"AP5B1",0.502322898969849
"AP5M1",0.814490929080497
"AP5S1",1.15436253292476
"AP5Z1",0.847562273097488
"APAF1",-0.250885084451441
"APBA1",0.852651636324462
"APBA2",-0.55946793064429
"APBA3",0.102576516431738
"APBB1",-0.0776501584792763
"APBB1IP",0.449920227223826
"APBB2",-0.353513693772865
"APBB3",0.70722883093246
"APC",-0.50062945395318
"APC2",-0.350609872739768
"APCDD1",-0.476803486359749
"APCDD1L",0.65462322480984
"APCS",0.0474826016958412
"APEH",0.051237262514383
"APELA",0.011199905827254
"APEX1",0.177976091199265
"APEX2",0.0802125128563191
"APH1A",0.710620606417221
"APH1B",0.77787775779562
"API5",-0.278033920248846
"APIP",0.734361048265248
"APLF",-0.225872076123766
"APLN",-0.352765592754708
"APLNR",-0.0160074220156963
"APLP1",-0.207621431307843
"APLP2",0.827409304874507
"APMAP",1.31472704049867
"APOA1",-0.101801396332819
"APOA2",-0.132082613045189
"APOA4",0.00519562852589012
"APOA5",-0.00144155958558091
"APOB",0.169667381903249
"APOBEC1",0.0174308457095125
"APOBEC2",0.0280479669173178
"APOBEC3A",0.370481572651681
"APOBEC3B",1.00970256179351
"APOBEC3C",0.34597127194476
"APOBEC3D",-0.574660365706413
"APOBEC3F",0.696394884449664
"APOBEC3G",0.943711395622314
"APOBEC3H",0.643570688722505
"APOBEC4",-0.118408901209628
"APOBR",0.521619413614184
"APOC1",-0.353813657024829
"APOC2",-0.0672256050454939
"APOC3",0.228920361904433
"APOC4",-0.126514915429868
"APOD",0.117628010643571
"APOE",0.508821539200731
"APOF",0.11773670259177
"APOH",-0.333652928551629
"APOL1",1.49518469528435
"APOL2",0.953190044178112
"APOL3",1.26433799811064
"APOL4",0.36315147414668
"APOL5",-0.0273597071518856
"APOL6",1.11647521263936
"APOLD1",0.292434187339531
"APOM",-0.274260095485517
"APOO",-1.16112785378724
"APOOL",-0.297731553903372
"APOPT1",-0.565427802968926
"APP",0.365520732518735
"APPBP2",0.329419947529918
"APPL1",-0.340012205793151
"APPL2",0.110409828730922
"APRT",-0.398777961935764
